voter_name,affiliation,forward,forward_2,center,guard,guard_2,forward_3,forward_4,center_2,guard_3,guard_4,forward_5,forward_6,center_3,guard_5,guard_6,year,award
Doris Burke,ABC/ESPN,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Gobert, Rudy (Utah)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Antetokounmpo, Giannis (Mil.)","Durant, Kevin (G.S.)","Davis, Anthony (N.O.)","Thomas, Isaiah (Bos.)","Curry, Stephen (G.S.)","Green, Draymond (G.S.)","Butler, Jimmy (Chi.)","Jordan, DeAndre (LA-C)","Wall, John (Was.)","Paul, Chris (LA-C)",2017,All-NBA
Doug Collins,ABC/ESPN,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Davis, Anthony (N.O.)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Durant, Kevin (G.S.)","Green, Draymond (G.S.)","Cousins, DeMarcus (N.O.)","Curry, Stephen (G.S.)","Wall, John (Was.)","Antetokounmpo, Giannis (Mil.)","Hayward, Gordon (Utah)","Towns, Karl-Anthony (Min.)","Thomas, Isaiah (Bos.)","DeRozan, DeMar (Tor.)",2017,All-NBA
Doug Haller,Arizona Republic,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Davis, Anthony (N.O.)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Antetokounmpo, Giannis (Mil.)","Durant, Kevin (G.S.)","Gobert, Rudy (Utah)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Hayward, Gordon (Utah)","George, Paul (Ind.)","Towns, Karl-Anthony (Min.)","Wall, John (Was.)","Lillard, Damian (Por.)",2017,All-NBA
Doug Smith,The Toronto Star,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Davis, Anthony (N.O.)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Green, Draymond (G.S.)","Hayward, Gordon (Utah)","Towns, Karl-Anthony (Min.)","DeRozan, DeMar (Tor.)","Wall, John (Was.)",2017,All-NBA
Eddie Sefko,Dallas Morning News,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Davis, Anthony (N.O.)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Towns, Karl-Anthony (Min.)","Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Curry, Stephen (G.S.)","Wall, John (Was.)","Durant, Kevin (G.S.)","Butler, Jimmy (Chi.)","Jokic, Nikola (Den.)","DeRozan, DeMar (Tor.)","Thomas, Isaiah (Bos.)",2017,All-NBA
Erik Horne,The Oklahoman,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Davis, Anthony (N.O.)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Durant, Kevin (G.S.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Butler, Jimmy (Chi.)","Antetokounmpo, Giannis (Mil.)","Jokic, Nikola (Den.)","Wall, John (Was.)","DeRozan, DeMar (Tor.)",2017,All-NBA
Ernie Johnson,Turner,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Davis, Anthony (N.O.)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Cousins, DeMarcus (N.O.)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","George, Paul (Ind.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Wall, John (Was.)","DeRozan, DeMar (Tor.)",2017,All-NBA
Flavio Tranquillo,Sky Italia,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Curry, Stephen (G.S.)","Harden, James (Hou.)","Antetokounmpo, Giannis (Mil.)","Durant, Kevin (G.S.)","Davis, Anthony (N.O.)","Westbrook, Russell (OKC.)","Thomas, Isaiah (Bos.)","George, Paul (Ind.)","Hayward, Gordon (Utah)","Towns, Karl-Anthony (Min.)","Wall, John (Was.)","Paul, Chris (LA-C)",2017,All-NBA
Fran Blinebury,NBA.com,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Davis, Anthony (N.O.)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Towns, Karl-Anthony (Min.)","Curry, Stephen (G.S.)","Paul, Chris (LA-C)","Green, Draymond (G.S.)","Butler, Jimmy (Chi.)","Gobert, Rudy (Utah)","Wall, John (Was.)","Thomas, Isaiah (Bos.)",2017,All-NBA
Frank Isola,Sirius Radio/New York Daily News,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Antetokounmpo, Giannis (Mil.)","Green, Draymond (G.S.)","Towns, Karl-Anthony (Min.)","Thomas, Isaiah (Bos.)","Curry, Stephen (G.S.)","Durant, Kevin (G.S.)","Butler, Jimmy (Chi.)","Jokic, Nikola (Den.)","DeRozan, DeMar (Tor.)","Wall, John (Was.)",2017,All-NBA
Gary Washburn,Boston Globe,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Jordan, DeAndre (LA-C)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Antetokounmpo, Giannis (Mil.)","Durant, Kevin (G.S.)","Gobert, Rudy (Utah)","DeRozan, DeMar (Tor.)","Thomas, Isaiah (Bos.)","George, Paul (Ind.)","Davis, Anthony (N.O.)","Towns, Karl-Anthony (Min.)","Curry, Stephen (G.S.)","Lillard, Damian (Por.)",2017,All-NBA
Howard Beck,Bleacher Report,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Davis, Anthony (N.O.)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Durant, Kevin (G.S.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Antetokounmpo, Giannis (Mil.)","Butler, Jimmy (Chi.)","Gasol, Marc (Mem.)","Wall, John (Was.)","Paul, Chris (LA-C)",2017,All-NBA
Hubie Brown,ABC/ESPN,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Davis, Anthony (N.O.)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Cousins, DeMarcus (N.O.)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Green, Draymond (G.S.)","George, Paul (Ind.)","Towns, Karl-Anthony (Min.)","Wall, John (Was.)","DeRozan, DeMar (Tor.)",2017,All-NBA
J Michael Falgoust,CSN Washington,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Davis, Anthony (N.O.)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Green, Draymond (G.S.)","Antetokounmpo, Giannis (Mil.)","Whiteside, Hassan (Mia.)","DeRozan, DeMar (Tor.)","Wall, John (Was.)","George, Paul (Ind.)","Millsap, Paul (Atl.)","Gobert, Rudy (Utah)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)",2017,All-NBA
JA Adande,ESPN.com,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Gobert, Rudy (Utah)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Jordan, DeAndre (LA-C)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Davis, Anthony (N.O.)","Butler, Jimmy (Chi.)","Cousins, DeMarcus (N.O.)","Paul, Chris (LA-C)","Wall, John (Was.)",2017,All-NBA
Jackie MacMullan,ESPN.com,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Davis, Anthony (N.O.)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Butler, Jimmy (Chi.)","Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Curry, Stephen (G.S.)","Wall, John (Was.)","Durant, Kevin (G.S.)","Green, Draymond (G.S.)","Towns, Karl-Anthony (Min.)","Thomas, Isaiah (Bos.)","Paul, Chris (LA-C)",2017,All-NBA
Jacques Monclar,BEIN Sport,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Gobert, Rudy (Utah)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Antetokounmpo, Giannis (Mil.)","Durant, Kevin (G.S.)","Davis, Anthony (N.O.)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Butler, Jimmy (Chi.)","Towns, Karl-Anthony (Min.)","Gasol, Marc (Mem.)","Wall, John (Was.)","DeRozan, DeMar (Tor.)",2017,All-NBA
Jalen Rose,ABC/ESPN,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Davis, Anthony (N.O.)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Durant, Kevin (G.S.)","Hayward, Gordon (Utah)","Gobert, Rudy (Utah)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","George, Paul (Ind.)","Green, Draymond (G.S.)","Jordan, DeAndre (LA-C)","DeRozan, DeMar (Tor.)","Wall, John (Was.)",2017,All-NBA
Jared Greenberg,Turner,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Davis, Anthony (N.O.)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Green, Draymond (G.S.)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Hayward, Gordon (Utah)","George, Paul (Ind.)","Gobert, Rudy (Utah)","DeRozan, DeMar (Tor.)","Thompson, Klay (G.S.)",2017,All-NBA
Jason Jones,Sacramento Bee,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Cousins, DeMarcus (N.O.)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Gasol, Marc (Mem.)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","George, Paul (Ind.)","Davis, Anthony (N.O.)","Jordan, DeAndre (LA-C)","DeRozan, DeMar (Tor.)","Wall, John (Was.)",2017,All-NBA
Jeff McDonald,San Antonio Express-News,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Gobert, Rudy (Utah)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Davis, Anthony (N.O.)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Green, Draymond (G.S.)","Butler, Jimmy (Chi.)","Gasol, Marc (Mem.)","Wall, John (Was.)","DeRozan, DeMar (Tor.)",2017,All-NBA
Jeff Zillgitt,USA Today,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Antetokounmpo, Giannis (Mil.)","Durant, Kevin (G.S.)","Davis, Anthony (N.O.)","Wall, John (Was.)","Curry, Stephen (G.S.)","Butler, Jimmy (Chi.)","George, Paul (Ind.)","Towns, Karl-Anthony (Min.)","Paul, Chris (LA-C)","Thomas, Isaiah (Bos.)",2017,All-NBA
Jerry Zgoda,Minneapolis Star-Tribune,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Davis, Anthony (N.O.)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Butler, Jimmy (Chi.)","Green, Draymond (G.S.)","Gasol, Marc (Mem.)","Wall, John (Was.)","Lillard, Damian (Por.)",2017,All-NBA
Joe Freeman,The Oregonian,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Antetokounmpo, Giannis (Mil.)","Butler, Jimmy (Chi.)","Davis, Anthony (N.O.)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Durant, Kevin (G.S.)","Green, Draymond (G.S.)","Towns, Karl-Anthony (Min.)","Wall, John (Was.)","Lillard, Damian (Por.)",2017,All-NBA
Joe Vardon,Cleveland.com,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Davis, Anthony (N.O.)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Durant, Kevin (G.S.)","George, Paul (Ind.)","Gasol, Marc (Mem.)","Irving, Kyrie (Cle.)","Curry, Stephen (G.S.)","Butler, Jimmy (Chi.)","Green, Draymond (G.S.)","Jordan, DeAndre (LA-C)","Thompson, Klay (G.S.)","Thomas, Isaiah (Bos.)",2017,All-NBA
John Schuhmann,NBA.com,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Antetokounmpo, Giannis (Mil.)","Hayward, Gordon (Utah)","Davis, Anthony (N.O.)","Curry, Stephen (G.S.)","Wall, John (Was.)","Durant, Kevin (G.S.)","Green, Draymond (G.S.)","Jordan, DeAndre (LA-C)","Paul, Chris (LA-C)","Thomas, Isaiah (Bos.)",2017,All-NBA
Jon Barry,ESPN Radio,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Towns, Karl-Anthony (Min.)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Antetokounmpo, Giannis (Mil.)","Durant, Kevin (G.S.)","Gobert, Rudy (Utah)","Thomas, Isaiah (Bos.)","Curry, Stephen (G.S.)","Green, Draymond (G.S.)","Davis, Anthony (N.O.)","Cousins, DeMarcus (N.O.)","Wall, John (Was.)","Thompson, Klay (G.S.)",2017,All-NBA
Jon Krawczynski,Associated Press,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Antetokounmpo, Giannis (Mil.)","Butler, Jimmy (Chi.)","Davis, Anthony (N.O.)","Curry, Stephen (G.S.)","Wall, John (Was.)","Green, Draymond (G.S.)","Durant, Kevin (G.S.)","Towns, Karl-Anthony (Min.)","Thomas, Isaiah (Bos.)","Lillard, Damian (Por.)",2017,All-NBA
Justin Termine,Sirius XM,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Gobert, Rudy (Utah)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Davis, Anthony (N.O.)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Butler, Jimmy (Chi.)","Green, Draymond (G.S.)","Whiteside, Hassan (Mia.)","Wall, John (Was.)","DeRozan, DeMar (Tor.)",2017,All-NBA
Justin Verrier,ESPN.com,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Davis, Anthony (N.O.)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Antetokounmpo, Giannis (Mil.)","Durant, Kevin (G.S.)","Gobert, Rudy (Utah)","Curry, Stephen (G.S.)","Paul, Chris (LA-C)","Butler, Jimmy (Chi.)","Green, Draymond (G.S.)","Towns, Karl-Anthony (Min.)","Thomas, Isaiah (Bos.)","Wall, John (Was.)",2017,All-NBA
KC Johnson,Chicago Tribune,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Davis, Anthony (N.O.)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Curry, Stephen (G.S.)","Wall, John (Was.)","Butler, Jimmy (Chi.)","Green, Draymond (G.S.)","Gasol, Marc (Mem.)","Thomas, Isaiah (Bos.)","DeRozan, DeMar (Tor.)",2017,All-NBA
Keith Pompey,Philadelphia Inquirer,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Davis, Anthony (N.O.)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Durant, Kevin (G.S.)","Butler, Jimmy (Chi.)","Gobert, Rudy (Utah)","Thomas, Isaiah (Bos.)","Curry, Stephen (G.S.)","Green, Draymond (G.S.)","Antetokounmpo, Giannis (Mil.)","Gasol, Marc (Mem.)","Wall, John (Was.)","Paul, Chris (LA-C)",2017,All-NBA
Kevin Arnovitz,ESPN.com,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Davis, Anthony (N.O.)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Antetokounmpo, Giannis (Mil.)","Butler, Jimmy (Chi.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Curry, Stephen (G.S.)","Hayward, Gordon (Utah)","Durant, Kevin (G.S.)","Gasol, Marc (Mem.)","Wall, John (Was.)","Thomas, Isaiah (Bos.)",2017,All-NBA
Kevin Ding,Bleacher Report,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Davis, Anthony (N.O.)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Wall, John (Was.)","Curry, Stephen (G.S.)","Butler, Jimmy (Chi.)","Green, Draymond (G.S.)","Towns, Karl-Anthony (Min.)","Thomas, Isaiah (Bos.)","Thompson, Klay (G.S.)",2017,All-NBA
Kevin Harlan,Turner,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Davis, Anthony (N.O.)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Antetokounmpo, Giannis (Mil.)","Butler, Jimmy (Chi.)","Gobert, Rudy (Utah)","Thomas, Isaiah (Bos.)","Curry, Stephen (G.S.)","Green, Draymond (G.S.)","Durant, Kevin (G.S.)","Gasol, Marc (Mem.)","Paul, Chris (LA-C)","Wall, John (Was.)",2017,All-NBA
Kevin O'Connor,The Ringer,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Davis, Anthony (N.O.)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Antetokounmpo, Giannis (Mil.)","Durant, Kevin (G.S.)","Gobert, Rudy (Utah)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Butler, Jimmy (Chi.)","Green, Draymond (G.S.)","Towns, Karl-Anthony (Min.)","Wall, John (Was.)","Paul, Chris (LA-C)",2017,All-NBA
Kristen Ledlow,Turner,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Davis, Anthony (N.O.)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Butler, Jimmy (Chi.)","Green, Draymond (G.S.)","Gasol, Marc (Mem.)","Paul, Chris (LA-C)","DeRozan, DeMar (Tor.)",2017,All-NBA
Kurt Helin,NBCSports.com,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Davis, Anthony (N.O.)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Curry, Stephen (G.S.)","Paul, Chris (LA-C)","Butler, Jimmy (Chi.)","Green, Draymond (G.S.)","Jordan, DeAndre (LA-C)","Wall, John (Was.)","Thomas, Isaiah (Bos.)",2017,All-NBA
Lang Whitaker,NBA.com,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Davis, Anthony (N.O.)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Butler, Jimmy (Chi.)","George, Paul (Ind.)","Towns, Karl-Anthony (Min.)","Wall, John (Was.)","DeRozan, DeMar (Tor.)",2017,All-NBA
Lee Jenkins,Sports Illustrated,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Antetokounmpo, Giannis (Mil.)","Butler, Jimmy (Chi.)","Davis, Anthony (N.O.)","Thomas, Isaiah (Bos.)","Wall, John (Was.)","Durant, Kevin (G.S.)","Green, Draymond (G.S.)","Jokic, Nikola (Den.)","Curry, Stephen (G.S.)","DeRozan, DeMar (Tor.)",2017,All-NBA
Lisa Shen Yang,Tencent,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Davis, Anthony (N.O.)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Butler, Jimmy (Chi.)","Green, Draymond (G.S.)","Jordan, DeAndre (LA-C)","Wall, John (Was.)","Thompson, Klay (G.S.)",2017,All-NBA
Manny Navaro,Miami Herald,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Gobert, Rudy (Utah)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Davis, Anthony (N.O.)","Green, Draymond (G.S.)","Towns, Karl-Anthony (Min.)","Thomas, Isaiah (Bos.)","Curry, Stephen (G.S.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Whiteside, Hassan (Mia.)","Wall, John (Was.)","DeRozan, DeMar (Tor.)",2017,All-NBA
Marc Berman,New York Post,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Davis, Anthony (N.O.)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Antetokounmpo, Giannis (Mil.)","Durant, Kevin (G.S.)","Gasol, Marc (Mem.)","Curry, Stephen (G.S.)","Thompson, Klay (G.S.)","Butler, Jimmy (Chi.)","Griffin, Blake (LA-C)","Jordan, DeAndre (LA-C)","Irving, Kyrie (Cle.)","DeRozan, DeMar (Tor.)",2017,All-NBA
Marc Kestecher,ESPN Radio,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Gobert, Rudy (Utah)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Whiteside, Hassan (Mia.)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Davis, Anthony (N.O.)","Cousins, DeMarcus (N.O.)","Jordan, DeAndre (LA-C)","Wall, John (Was.)","DeRozan, DeMar (Tor.)",2017,All-NBA
Marc Spears,The Undefeated,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Durant, Kevin (G.S.)","Green, Draymond (G.S.)","Cousins, DeMarcus (N.O.)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Davis, Anthony (N.O.)","Antetokounmpo, Giannis (Mil.)","Whiteside, Hassan (Mia.)","Wall, John (Was.)","DeRozan, DeMar (Tor.)",2017,All-NBA
Marc Stein,ESPN.com,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Antetokounmpo, Giannis (Mil.)","Durant, Kevin (G.S.)","Davis, Anthony (N.O.)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Butler, Jimmy (Chi.)","Hayward, Gordon (Utah)","Green, Draymond (G.S.)","Wall, John (Was.)","DeRozan, DeMar (Tor.)",2017,All-NBA
Marcelo Nogueira,Ole,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Gasol, Marc (Mem.)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Durant, Kevin (G.S.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Aldridge, LaMarcus (S.A.)","George, Paul (Ind.)","Horford, Al (Bos.)","DeRozan, DeMar (Tor.)","Wall, John (Was.)",2017,All-NBA
Mark Jackson,ABC/ESPN,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Davis, Anthony (N.O.)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Butler, Jimmy (Chi.)","George, Paul (Ind.)","Towns, Karl-Anthony (Min.)","Paul, Chris (LA-C)","Wall, John (Was.)",2017,All-NBA
Mark Medina,LA Daily News,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Davis, Anthony (N.O.)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Butler, Jimmy (Chi.)","Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Green, Draymond (G.S.)","Durant, Kevin (G.S.)","Gasol, Marc (Mem.)","Paul, Chris (LA-C)","Wall, John (Was.)",2017,All-NBA
Matt Moore,CBSSports.com,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Gobert, Rudy (Utah)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Davis, Anthony (N.O.)","Wall, John (Was.)","Curry, Stephen (G.S.)","Butler, Jimmy (Chi.)","George, Paul (Ind.)","Gasol, Marc (Mem.)","Paul, Chris (LA-C)","Thomas, Isaiah (Bos.)",2017,All-NBA
Matt Winer,Turner,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Gobert, Rudy (Utah)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Davis, Anthony (N.O.)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Green, Draymond (G.S.)","George, Paul (Ind.)","Gasol, Marc (Mem.)","Wall, John (Was.)","DeRozan, DeMar (Tor.)",2017,All-NBA
Michael Grange,Rogers Sportsnet,"James, LeBron (Cle.)","Davis, Anthony (N.O.)","Gobert, Rudy (Utah)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Antetokounmpo, Giannis (Mil.)","Leonard, Kawhi (S.A.)","Jordan, DeAndre (LA-C)","Curry, Stephen (G.S.)","Wall, John (Was.)","Green, Draymond (G.S.)","Butler, Jimmy (Chi.)","Towns, Karl-Anthony (Min.)","DeRozan, DeMar (Tor.)","Thomas, Isaiah (Bos.)",2017,All-NBA
Michael Wilbon,ABC/ESPN,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Antetokounmpo, Giannis (Mil.)","Durant, Kevin (G.S.)","Jordan, DeAndre (LA-C)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Green, Draymond (G.S.)","Butler, Jimmy (Chi.)","Davis, Anthony (N.O.)","Irving, Kyrie (Cle.)","Wall, John (Was.)",2017,All-NBA
Michelle Beadle,ABC/ESPN,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Gobert, Rudy (Utah)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Green, Draymond (G.S.)","Thomas, Isaiah (Bos.)","Curry, Stephen (G.S.)","Butler, Jimmy (Chi.)","George, Paul (Ind.)","Davis, Anthony (N.O.)","Paul, Chris (LA-C)","Wall, John (Was.)",2017,All-NBA
